Prod id;07/04/2025;14/04/2025;21/04/2025;28/04/2025
1585;1.668714286;1.675571429;1.673335979;1.692685714
1586;2.364571429;2.3735;2.369880952;2.39685
1587;2.760642857;2.7705;2.768034392;2.801985714
1588;0;0;0;0
1589;0.193428571;0.193714286;0.193706349;0.196128571
1590;0.909214286;0.913714286;0.914407407;0.927607143
1591;0;0;0;0
1592;4.857142857;5.075928571;4.914460317;2.744121429
1593;0;0;0;0
1597;16.68992857;16.73207143;16.68095503;16.84497143
1598;5.569928571;5.593571429;5.593579365;5.669107143
1599;5.459;4.882571429;3.927849206;3.016407143
1600;1.628642857;1.433714286;1.032814815;0.465535714
1602;15.002;15.05614286;15.03942857;15.22183571
1603;8.533857143;8.5625;8.549298942;8.647864286
1606;2.389357143;2.132357143;2.127042328;2.149942857
1607;10.14928571;7.213;7.186746032;7.2516
1609;11.87285714;11.32071429;11.30918254;11.44794286
1611;7.526357143;7.561428571;7.565957672;7.671928571
1612;9.436428571;6.718928571;6.707759259;6.784264286
1613;1.200714286;1.2065;1.207383598;1.22395
1614;3.749857143;3.765857143;3.764259259;3.813328571
1615;6.340785714;6.361357143;6.350357143;6.422921429
1616;5.852142857;3.971928571;3.964738095;4.009671429
1618;5.016428571;5.0405;5.044661376;5.117764286
1619;28.68785714;27.95842857;27.98231217;28.38473571
1620;20.88028571;20.97064286;20.97271693;21.2567
1622;5.069928571;4.361357143;4.362648148;4.42255
1623;27.35621429;22.76442857;22.69310582;22.91318571
1624;25.141;21.53871429;21.49065873;21.72182143
1625;5.544857143;5.566857143;5.564354497;5.635585714
1627;71.1615;71.3155;71.04890741;71.68715
1628;24.33571429;20.27528571;20.21820899;20.42203571
1630;20.89535714;16.65014286;16.61147354;16.78911429
1632;0;0;0;0
1633;6.107785714;5.031928571;5.034716931;5.104807143
1634;0;0;0;0
1636;61.44307143;61.712;61.72289153;62.56262857
1637;30.76342857;29.612;29.56167989;29.89861429
1643;17.96085714;16.45785714;16.38527778;16.51942857
1644;11.62485714;11.59514286;11.44989418;11.44785
1645;0;0;0;0
1646;11.313;11.35407143;11.3409127;11.47737857
1648;5.512642857;5.534142857;4.671010582;4.73755
1649;9.722;8.7405;8.378611111;6.4143
1650;25.18328571;25.26885714;25.22925926;25.52020714
1651;5.206785714;5.227571429;5.224624339;5.290935714
1652;34.99585714;35.10657143;35.03796032;35.42766429
1653;5.257857143;2.777642857;2.41544709;2.451342857
1655;0;0;0;0
1659;0;0;0;0
1663;20.50742857;20.46735714;20.23308201;20.25622143
1664;19.51457143;19.47921429;19.26072487;19.28832143
1665;25.18557143;25.11;24.77580159;24.74883571
1667;0;0;0;0
1668;0;0;0;0
1670;11.18535714;11.22564286;11.21293386;11.34850714
1672;15.42307143;15.48228571;15.46925132;15.66035714
1674;42.69878571;42.80607143;42.67162434;43.08543571
1675;21.13485714;21.20542857;21.17051852;21.41314286
1676;0;0;0;0
1677;0;0;0;0
1679;8.694142857;8.725642857;8.715415344;8.819692857
1680;3.809642857;3.827142857;3.82928836;3.8829
1683;11.80578571;11.8595;11.8650582;12.03074286
1684;1.316071429;1.321785714;1.321304233;1.33895
1685;0;0;0;0
1686;40.13164286;40.27707143;40.23062963;40.71400714
1688;16.80464286;16.84107143;16.7785582;16.92991429
1689;250.6600714;251.0821429;249.9260608;251.9165143
1697;61.25035714;61.11742857;60.39503968;60.43925
1698;38.49621429;38.43135714;38.01145238;38.07930714
1713;3.947285714;3.962071429;3.957582011;4.005021429
1714;9.610571429;9.649142857;9.645515873;9.770392857
1715;0;0;0;0
1723;0;0;0;0
1724;8.782928571;6.043;5.693597884;4.128442857
1727;0.111642857;0.111571429;0.11123545;0.112042857
1734;4.507928571;4.518214286;4.500928571;4.540528571
1735;9.385285714;9.425214286;9.425092593;9.550528571
1736;46.05378571;46.17828571;46.0504127;46.51790714
1737;0;0;0;0
1738;4.048928571;4.055714286;4.037343915;4.0694
1740;0;0;0;0
1741;42.49542857;34.09164286;33.0190873;28.39489286
1752;18.08164286;18.16721429;18.18229101;18.44442143
1753;20.92264286;21.02471429;21.04625397;21.35302143
1757;0;0;0;0
1766;0;0;0;0
1767;0;0;0;0
1768;116.7092143;117.0725;116.8323889;118.1164643
1769;100.6187857;97.3675;90.77250794;84.37655714
1770;85.47078571;78.75221429;66.09545767;52.22671429
1771;59.86171429;60.1005;60.07079101;60.8416
1772;13.12114286;13.15785714;13.12317725;13.25769286
1773;17.00742857;17.05257143;17.00483598;17.1768
1774;81.58442857;81.79735714;81.55663228;82.36660714
1775;10.90014286;10.93614286;10.9159127;11.03893571
1776;6.313928571;6.330857143;6.31284127;6.376521429
1778;4.747571429;4.766285714;4.764015873;4.825021429
1779;18.85842857;15.13685714;15.09994444;15.25925
1780;56.45864286;56.636;56.52174339;57.14505
1781;24.54071429;24.63028571;24.60446296;24.90322143
1782;14.46892857;14.49657143;14.43567989;14.55722857
1783;40.50992857;40.6725;40.65484392;41.17855714
1784;19.98421429;20.05107143;20.01850529;20.24849286
1785;49.95964286;50.16021429;50.13612698;50.77937857
1786;8.214285714;8.247428571;8.244502646;8.350878571
1787;84.37664286;84.66671429;84.54369577;85.53171429
1788;23.21785714;23.30071429;23.27153968;23.54835714
1789;1.873071429;1.877357143;1.871365079;1.889028571
1790;26.1465;26.23814286;26.2014418;26.51042143
1791;42.50107143;42.64764286;42.58515344;43.08276429
1792;0;0;0;0
1794;1.344;1.346357143;1.340838624;1.352685714
1796;0;0;0;0
1798;1.371142857;1.215785714;0.92778836;0.600978571
1799;0.385214286;0.543928571;0.6409709;0.443421429
1800;5.996142857;5.643571429;4.968478836;4.24115
1801;0.066214286;0.066357143;0.065941799;0.066128571
1802;2.277428571;2.285;2.281989418;2.30825
1806;25.78921429;25.88592857;25.86135185;26.17865
1810;0;0;0;0
1811;0;0;0;0
1812;9.250357143;9.276857143;9.252227513;9.346542857
1814;4.410857143;4.4305;4.431928571;4.493114286
1815;0;0;0;0
1816;3.535357143;3.549428571;3.54692328;3.591635714
1817;21.087;21.06328571;20.85468783;20.91781429
1818;6.790857143;6.811;6.796298942;6.869614286
1819;12.91135714;12.95507143;12.93412963;13.08197143
1820;0;0;0;0
1822;0;0;0;0
1826;0;0;0;0
1827;0;0;0;0
1828;0;0;0;0
1832;0;0;0;0
1839;5.188142857;5.206714286;5.200687831;5.263192857
1840;0;0;0;0
1843;20.75328571;20.84164286;20.84036243;21.11804286
1849;0;0;0;0
1860;12.26892857;12.31378571;12.29862698;12.44562857
1863;0;0;0;0
1864;1.367642857;1.373785714;1.373989418;1.392471429
1865;19.76007143;19.95021429;19.95026455;19.85277857
1866;12.30507143;10.85014286;8.368034392;5.796342857
1873;0;0;0;0
1874;29.06014286;28.99842857;28.65998148;28.68622857
1876;0;0;0;0
1879;0;0;0;0
1883;0;0;0;0
1884;0;0;0;0
1890;0;0;0;0
1895;0.431428571;0.433;0.432042328;0.436342857
1896;44.20692857;44.2955;44.11793651;44.50125714
1900;1.402428571;1.409357143;1.410595238;1.431557143
1904;0;0;0;0
1907;0;0;0;0
1909;0;0;0;0
1910;0;0;0;0
1914;2.304285714;2.312642857;2.310407407;2.339164286
1915;36.11614286;36.22714286;36.14918519;36.54282143
1939;6.235285714;6.248357143;6.225116402;6.280821429
1945;0;0;0;0
1946;5.115785714;4.907714286;4.494970899;4.0371
1947;5.568785714;5.535928571;5.289113757;4.766528571
1952;7.012285714;6.502785714;6.496846561;6.576578571
1956;0;0;0;0
1957;2.436642857;2.447285714;2.447238095;2.480292857
1958;3.111071429;3.123142857;3.120664021;3.159592857
1963;7.716785714;7.740857143;7.724600529;7.809128571
1968;95.02078571;95.37321429;95.27766931;96.44173571
1973;4.682357143;4.7005;4.697859788;4.758328571
1974;0;0;0;0
1977;0;0;0;0
1982;0;0;0;0
1983;6.890142857;6.913142857;6.902267196;6.981092857
1984;0;0;0;0
1989;0.584357143;0.587214286;0.587719577;0.596692857
1991;0;0;0;0
1993;0.174714286;0.175428571;0.175304233;0.178521429
1995;0.231214286;0.231714286;0.230142857;0.231342857
2001;0;0;0;0
2007;769.2041429;771.3665;769.366672;777.3278071
2008;33.80285714;31.36321429;31.25106085;31.53776429
2009;49.33735714;49.50021429;49.41494709;49.97710714
2010;26.65407143;26.726;26.65127513;26.92116429
2011;0;0;0;0
2012;0;0;0;0
2014;1298.575643;1300.697571;1294.596151;1304.775514
2016;2.571285714;2.579428571;2.573806878;2.60255
2017;118.654;119.1135;119.0299656;120.5273071
2018;19.54742857;19.61557143;19.58772487;19.81785
2019;20.05992857;20.10864286;20.04117725;20.23098571
2020;2.992785714;3.007428571;3.00989418;3.052685714
